Date,Tweet_Text,Source,User_ID,Lat,Lng
Fri Dec 06 08:37:44 +0000 201,"RT @BjjJkelly: Common theme across the U,  Tory candidates, including Boris Johnson are not appearing at their hustings events. Afraid of\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",2289255112.0,-1.89064,52.493966
Fri Dec 06 08:37:45 +0000 201,RT @SanA_PARCO_CITY: \u30e6\u30ca\u30a4\u30c6\u30c3\u30c9\u30fb\u30b7\u30cd\u30de\u7279\u5225\u6620\u753b\u5272\u5f15\u5238\u30d7\u30ec\u30bc\u30f3\u30c8\uff01\uff01 | \u30cb\u30e5\u30fc\u30b9\u30fb\u30a4\u30d9\u30f3\u30c8 | PARCO CITY - \u30d1\u30eb\u30b3\u30b7\u30c6\u30a3 https://t.co/UnfSIttvJg,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",7.88e+17,127.710857,26.25399
Fri Dec 06 08:37:47 +0000 201,RT @FANRPAN: Team is in #Madrid and already down to business preparing for the #COP25 side event on \u2018Stepping Up Engagement Efforts in Sub-\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1.17e+18,-3.617395,40.467169
Fri Dec 06 08:37:47 +0000 201,RT @ErasmusPlusInd: \ud83e\udd29\ud83c\uddea\ud83c\uddf8Happy to be with you for such an important event! @sepiegob @EUErasmusPlus @EU_Commission https://t.co/rlSHJlRycn,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",916488306.0,-3.703508,40.477795
Fri Dec 06 08:37:51 +0000 201,Many thanks to @cecimo and @EMF for an for a very interesting EP event on the future of the #machinerydirective,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",2301141372.0,4.375364,50.820671
Fri Dec 06 08:37:55 +0000 201,"Mayor of Brent Cllr Ernest Ezeajughi\nMAYOR OF BRENT FUNDRAISING FESTIVAL AND DANCE\nFRIDAY 6TH OF DECEMBER 2019\nGRAN\u2026 https://t.co/rzQoHdNQBt,display_text_range:[0,140]","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1.04e+18,-0.099164,51.645276
Fri Dec 06 08:37:56 +0000 201,RT @mae_kawa: \u3010\u307e\u3069\u30de\u30ae\u30aa\u30f3\u30ea\u30fc\u3011\n\u300c\u3082\u3046\u4f55\u3082\u6050\u304f\u306a\u304435\u300d\n\n1\u670826\u65e5\n\n\u6771\u4eac\u30d3\u30c3\u30b0\u30b5\u30a4\u30c8\u306b\u3066\u5408\u540c\u958b\u50ac\uff01\n\nBS\u796d\u30b5\u30a4\u30c8\u306b\u3066\u30b5\u30fc\u30af\u30eb\u53c2\u52a0\u53d7\u4ed8\u4e2d\u3067\u3059\u3002\n\nhttps://t.co/rxOd7ajqdR\n\u3082\u3046\u605036\u3082\u30b5\u30fc\u30af\u30eb\u53c2\u52a0\u53d7\u4ed8\u4e2d\u3067\u3059\u3002\n\u3010\u3082\u3046\u605035\u3011 htt\u2026,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",2591557129.0,139.78598799999995,35.713206
Fri Dec 06 08:37:58 +0000 201,"RT @jahsinlovewithu: to all the people who will go later for @SB19Official\u2019s even, please cheer your hearts out for them! \n\nshow them how\u2026""","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1.19e+18,120.983987,14.591457
Fri Dec 06 08:37:58 +0000 201,CAN in partnership with Winjan Aboriginal Corporation are having the launch of Nganyang Nyit Maawit \u2013 Noongar Lulla\u2026 https://t.co/LqpNpLJhy3,"\u003ca href=""http://instagram.com"" rel=""nofollow""\u003eInstagram\u003c/a\u003e",1791857148.0,115.928318,-32.150101
Fri Dec 06 08:38:00 +0000 201,"RT @IamRajii: A dedication to the wonderful employees of #Sterlitecopper! To our gri, dedication and solidarity during this tough time! \nI\u2026""","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",2414250732.0,77.58256899999999,12.992157
